Company,Company Score,Job Title,Location,Date,Salary,Cleaned_Salary,Experience_Level,Salary_Scaled,Salary_Bonus
CEDENT,3.7,Software Engineer - Backend Voice,"Fremont, CA",1d,$53K - $96K (Glassdoor est.),74500.0,Mid Level,-1.1173530354706573,3725.0
Bank of America,3.5,Software Engineer (All Levels),"McLean, VA",30d+,$75K - $131K (Employer est.),103000.0,Mid Level,-0.4800901621910881,5150.0
LinQuest Corporation,4.3,"Software System Engineer (C++, JAVA background)","Warren, MI",30d+,$119K - $173K (Glassdoor est.),146000.0,Senior,0.48139417293247244,14600.0
Hewlett Packard,3.5,Software Engineer II,"Charlotte, NC",3d,$97K - $126K (Glassdoor est.),111500.0,Mid Level,-0.29002930524805864,5575.0
Oracle,4.0,Ground Software Engineer,Virginia,11d,$84K - $106K (Glassdoor est.),95000.0,Mid Level,-0.6589709687257039,4750.0
Federal Reserve Bank of Boston,4.1,Experienced Front-End Engineer,"Fort Collins, CO",14d,$81K - $109K (Glassdoor est.),95000.0,Mid Level,-0.6589709687257039,4750.0
Collins Aerospace,3.5,Software Developer,"Austin, TX",2d,$166K - $228K (Employer est.),197000.0,Senior,1.6217593145906488,19700.0
Apriva,3.9,Full-Stack Software Engineer – Digital Money and Payments Research & Development,"Boston, MA",30d+,$154K - $279K (Employer est.),216500.0,Senior,2.057781280518775,21650.0
ASEC,3.9,Software Engineering Co-op (Summer/Fall 2025) (Onsite),"Cedar Rapids, IA",2d,$115K - $154K (Employer est.),134500.0,Senior,0.2242530135389621,13450.0
T. Rowe Price,4.6,Software Engineer IV,"Phoenix, AZ",27d,$66K - $109K (Glassdoor est.),87500.0,Mid Level,-0.8266717248519064,4375.0
S&S Activewear LLC,3.8,Software Engineer,"Patuxent River, MD",16d,$116K - $204K (Employer est.),160000.0,Senior,0.7944355843680503,16000.0
Peterson Technologies,4.0,Software Engineer,"Owings Mills, MD",23d,$102K - $150K (Glassdoor est.),126000.0,Senior,0.034192156595932686,12600.0
"LongPath Technologies, Inc.",3.7,Senior Software Engineer (Hybrid Available),"Bolingbrook, IL",22d,$139K - $184K (Glassdoor est.),161500.0,Senior,0.8279757355932909,16150.0
Gradient,4.0,Mid Level Software Engineer,"Hanover, MD",30d+,$94K - $118K (Glassdoor est.),106000.0,Mid Level,-0.4130098597406071,5300.0
Amazon.com Services LLC,4.2,Senior Software Engineer,"Boulder, CO",18d,$94K - $136K (Glassdoor est.),115000.0,Mid Level,-0.21176895238916418,5750.0
ENVISN INCORPORATED,3.7,Senior Software Engineer,"Burlingame, CA",2d,$126K - $265K (Employer est.),195500.0,Senior,1.5882191633654084,19550.0
Intersoft Data Labs,3.5,"Software Development Engineer II, Sort Tech","Tempe, AZ",3d,$100K - $135K (Glassdoor est.),117500.0,Mid Level,-0.1558687003470967,5875.0
Digital Insight Printing,4.1,Software Quality Assurance (Tester) Engineer,"Indianola, PA",9d,$175K - $209K (Employer est.),192000.0,Senior,1.509958810506514,19200.0
Teradyne,3.6,Software Engineer (Onsite),"Columbia, MD",25d,$248K - $385K (Employer est.),269179.9501337884,Senior,3.2357102765357024,26917.99501337884
Beshenich Muir & Associates Llc,4.6,Magento Developer,Remote,24h,$91K - $152K (Employer est.),121500.0,Senior,-0.06642829707978877,12150.0
Powermind Solutions,4.6,Software Machine Learning Engineer,"North Reading, MA",3d,$129K - $193K (Employer est.),161000.0,Senior,0.8167956851848773,16100.0
Plaid,3.7,Software Systems Engineer,"Fort Belvoir, VA",30d+,$98K - $135K (Glassdoor est.),116500.0,Mid Level,-0.1782288011639237,5825.0
"Grammarly, Inc.",3.2,Software Developer,Georgia,4d,$114K - $149K (Glassdoor est.),131500.0,Senior,0.15717271108848113,13150.0
ShipperHQ,4.0,Software Engineer - Credit,"San Francisco, CA",30d+,$130K - $236K (Employer est.),183000.0,Senior,1.308717903155071,18300.0
Bryn Neil,3.6,"Software Engineer, Back-End",United States,30d+,$144K - $288K (Employer est.),216000.0,Senior,2.0466012301103618,21600.0
DCS Corp,3.9,Sr. Software Engineer - Site Reliability,"Austin, TX",16d,$49K - $84K (Glassdoor est.),66500.0,Junior,-1.2962338420052733,3325.0
Bank of America,3.4,Cleared Software Engineer,"Denver, CO",3d,$129K - $224K (Employer est.),176500.0,Senior,1.1633772478456956,17650.0
"Amazon Web Services, Inc.",3.8,Software Developer,Maryland,3d,$118K - $184K (Glassdoor est.),151000.0,Senior,0.5931946770166074,15100.0
"Bio-Rad Laboratories, Inc.",4.1,Data Center Services - Software Engineer,"Plano, TX",8d,$86K - $116K (Glassdoor est.),101000.0,Mid Level,-0.524810363824742,5050.0
"Audacy, Inc.",4.8,"Software Dev Engineer, L5 , SFSC Integrations","Seattle, WA",23d,$124K - $234K (Employer est.),179000.0,Senior,1.2192774998877631,17900.0
CyberKorp,4.2,Software Developer in Test,"Hercules, CA",10d,$80K - $119K (Employer est.),99500.0,Mid Level,-0.5583505150499826,4975.0
Leidos,3.5,Senior Software Engineer,"Denver, CO",4d,$88K (Employer est.),88000.0,Mid Level,-0.8154916744434929,4400.0
Boeing Intelligence & Analytics,3.4,"Software Developers – Multiple openings – Bloomingdale, IL",United States,30d+,$55K (Employer est.),55000.0,Junior,-1.5533750013987835,2750.0
Tesla,4.1,Junior Java Software Engineer,"Fort Meade, MD",30d+,$234K - $284K (Employer est.),259000.0,Senior,3.0080855652339222,25900.0
OpenAI,3.1,Apprentice ETL Software Engineer,"Elkridge, MD",30d+,$160K - $385K (Employer est.),269179.9501337884,Senior,3.2357102765357024,26917.99501337884
NCR Atleos,3.9,"Software Engineer, Tool & Infrastructure, Reliability & Test","Palo Alto, CA",1d,$222K (Employer est.),222000.0,Senior,2.1807618350113236,22200.0
Electronic Warfare Associates,3.8,"Software Engineer, Engineering Acceleration","San Francisco, CA",5d,$82K - $118K (Glassdoor est.),100000.0,Mid Level,-0.547170464641569,5000.0
"BillGO, Inc.",3.3,ATM Software Engineer (Level III),"Frisco, TX",30d+,$69K - $107K (Glassdoor est.),88000.0,Mid Level,-0.8154916744434929,4400.0
Genesys,3.6,Software Engineer,"Mount Laurel, NJ",30d+,$95K - $143K (Employer est.),119000.0,Mid Level,-0.12232854912185624,5950.0
January Technologies,4.5,Software Engineer III,"Fort Collins, CO",12d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Zebra Technologies,4.1,JavaScript Software Engineer – Analytics UI Team,"Indianapolis, IN",4d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Credit One Bank,3.8,"Software Engineer, Borrower Activation",United States,12d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Visa,3.8,"DevSecOps Software Engineer, II","Holtsville, NY",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Foot Locker,4.6,Software Engineer I,"Las Vegas, NV",8d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
LegalZoom,3.8,Sr. SW Engineer,"Bellevue, WA",20d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Red Hat, Inc.",2.7,"Lead Software Engineer, Integrations (Boomi)","Dallas, TX",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Turn5, Inc.",3.5,"Senior Software Engineer, iOS","Glendale, CA",10d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
University of Nebraska Medical Center,4.5,Software Integration Engineer,"Raleigh, NC",10d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Michelin,4.0,Software Developer,"Paoli, PA",15d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Ren Global Inc.,4.1,Software Engineer II,"Omaha, NE",4d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Ford Motor Company,3.1,Trainee Automation Engineer,"Ela, NC",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
BOEING,3.7,Sr. Software Engineer,Remote,8d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Disney,3.7,Software Engineer,"Santa Fe Springs, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Super Micro Computer,3.4,Full Stack Software Engineer - Mid-Level,Unknown,2d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
AVA Counsulting,4.2,"Software Engineer, Tools GPU (Core)","Emeryville, CA",15d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Workday,4.0,Software Engineer - Applied AI,"San Jose, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Cubesmart,4.0,Automated Driving Software Engineer,"Ann Arbor, MI",13d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
SimpliSafe,2.9,"Software Development Engineer, DevOps (US Federal)","McLean, VA",6d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Inspire Brands,3.7,Senior Software Engineer,"Malvern, PA",10d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
FINSYNC,4.4,"Senior Software Engineer, ML Ops","Boston, MA",9d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Deluxe Media,3.5,Software Engineer,"Atlanta, GA",2d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Meta,3.7,Senior Software Engineer (Ruby),"Kennesaw, GA",1d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Liquibase,3.8,Software Engineer,"Burbank, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Afterpay,4.8,"Software Engineer, Gameplay - Reality Labs","New York, NY",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Apple,,"Site Reliability Engineer (Remote, US-based)","Austin, TX",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
YouTube,,Senior Software Engineer,"Milwaukee, WI",12d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Kasmo Inc,,"AIML - Software Engineer, Information Intelligence","Seattle, WA",1d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Systems Technology & Research Inc.,,"Software Engineer III, Machine Learning (Recommendations, Rankings, and Predictions), YouTube","Mountain View, CA",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Timescale,,PLC Software Engineer,"Detroit, MI",18d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
InterImage,,Software Engineer,United States,30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
TDI Technologies,,Senior Software Engineer - Backend - AI Projects,Remote,24d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Abbott Laboratories,,2172 Software Engineer 1,"Fort Meade, MD",18d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Prove,,Database Software Engineer,Pennsylvania,6d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Red Hat, Inc.",,Sr. Software Engineer – Full Stack,"Alameda, CA",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Coinbase,,PLATFORM ENGINEER II/ Software Engineer,"Ireland, WV",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Home Care Pulse Llc,,GPU/Accelerator Packaging Software Engineer,"Boston, MA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Chatsworth Products,,"Senior Software Engineer, Infrastructure - Platform (Routing)",Remote,6d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
State Street,,Senior Full Stack Software Engineer,"Tampa, FL",24d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
KLA Corporation,,Software Engineer,"Round Rock, TX",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
FICO,,Software application developer - Officer (Onsite),"Boston, MA",12d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Sirius XM,,"Software Engineer (C++/OOD/OOP, Linux, Multi-Thread/Multi-Process)","Milpitas, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Spotify,,Senior Java Engineer,"San Rafael, CA",6d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
ETC,,Software Engineer III,"Oakland, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"CapSquare Systems, Inc.",,"Android Engineer, Music","New York, NY",20d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
McKesson,,Software Engineer - Entertainment Controls,"Middleton, WI",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
bioMerieux SA,,Software Engineer,"Troy, MI",12d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Amazon Data Services, Inc.",,Senior Software Engineer,"Irving, TX",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
DarkStar Intelligence LLC,,Software Engineer II - Cybersecurity and OS Configuration,"Salt Lake City, UT",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Fidelity Investments,,"Software Development Engineer, Network Core-R&D","Seattle, WA",25d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"10ZIG TECHNOLOGY, INC.",,Software Engineer,"Annapolis Junction, MD",25d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Ekeo Group, LLC",,Senior Software Engineer in Test,"Westlake, TX",4d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
AXS,,QA Automation Engineer,"Phoenix, AZ",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Red Hat, Inc.",,Software Engineer,"Bloomington, MN",13d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Coupang,,Analytics Engineer,"Los Angeles, CA",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Verve, Inc.",,Senior Software Engineer,"Raleigh, NC",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
ARSIEM,,Staff Software Engineer,"Seattle, WA",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Freeform,,Senior Software QA Engineer,"Cambridge, MA",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Aspen Publishing,,568 Software Engineer 0,"Annapolis Junction, MD",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Calspan Corporation,,Software Engineer (C++),"Los Angeles, CA",9d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Northrop Grumman,,Software Engineer,"Burlington, MA",1d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Finish Line,,Software Engineer - Wind Tunnels & Hypersonics,"Saint Paul, MN",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
UBS,,Software Development Analyst,"El Segundo, CA",10d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Paycom,,Senior Software Engineer - Enterprise Solutions,"Indianapolis, IN",12d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Oracle,,Software Engineer/Developer,"Raleigh, NC",12d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Patriot Technology and Business Partners, Inc.",,Software Developer,"Oklahoma City, OK",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Salesforce,,Senior Software Engineer,United States,1d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Clarity Innovations,,Software Applications Engineer,"Orlando, FL",23d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Adobe,,"Senior Full Stack Software Engineer, Code Builder/IDE","San Francisco, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Blue Origin,,Software Engineer (Full Stack) (QC) TTO16-002,United States,8d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"TRU Simulation + Training, Inc.",,Senior Software Engineer,"San Jose, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Apple,,Aerospace App Software Engineer II,"Seattle, WA",27d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Cart.com,,"Software Engineer (Aerodynamics) - TRU Simulation Training, Inc.","Tampa, FL",2d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
RealWork Labs,,IO Software Systems Test Engineer,"San Diego, CA",9d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Disney,,Software Engineer,Texas,30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Megaport,,Senior Software Engineer,"Austin, TX",10d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Vision Technologies, Inc",,Staff Software Engineer,"Celebration, FL",30d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Thermo Fisher Scientific,,Deployment Engineer,Unknown,2d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Innovative Defense Technologies (IDT),,Software Engineer III,United States,12d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Salesforce,,Software Quality Assurance Engineer III,"Tewksbury, MA",16d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Atrium Health,,Software Engineer,"Arlington, VA",5d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
BOEING,,Software Engineer - ML Infrastructure,"Bellevue, WA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
NVIDIA,,ServiceNow Sr Software Engineer,"Charlotte, NC",1d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
BOEING,,Senior Full Stack Software Engineer,"Annapolis Junction, MD",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
PacBio,,Principal Software Engineer - Full Stack,"Santa Clara, CA",2d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Marquis Software Solutions Inc,,Software Engineer (Associate or Experienced),"Tukwila, WA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Semper Valens Solutions,,"Senior Engineer, Software, Test","Menlo Park, CA",13d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Chick-fil-A, Inc.",,SR SOFTWARE ENGINEER,"Plano, TX",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Apple,,Software Engineer,"Belcamp, MD",11d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
CVS Health,,Lead Software Engineer,"Atlanta, GA",15d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Alcorn State University,,Senior Software QA Engineer Apple Sevices Engineering.,"Seattle, WA",24h,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Amazon Web Services, Inc. - A97",,Principal Software Development Engineer,"Hartford, CT",2d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Reevo,,Software Engineer/Instructor,"Lorman, MS",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Teledyne Technologies Inc.,,"Software Dev Engineer II, AWS Applications","Seattle, WA",26d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Adobe,,Senior Software Engineer,"Santa Clara, CA",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Honda,,Software Engineer,"Elgin, IL",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Westchester Community College,,Software Development Engineer in Test,"San Francisco, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
DPS Telecom,,Software & System Dev. Sr. Engineer,"Raymond, OH",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Roblox,,Software Engineer II,"Valhalla, NY",3d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
OpenAI,,Embedded Software Engineer (Entry-Level),"Lake Hopatcong, NJ",2d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
"Akina, Inc.",,Senior Software Engineer - App Orchestration,"San Mateo, CA",30d+,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
RXO,,"Software Engineer, Machine Learning Compute","San Francisco, CA",6d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Infosys,,Software Engineer - 3 (Apache NiFi),"Annapolis Junction, MD",18d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
Medtronic,,Senior Software Engineer,"Southfield, MI",19d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
,,Junior Python Developer,"Charlotte, NC",2d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
,,GUI Software Engineer II - Surgical Robotics,"Boston, MA",10d,,125179.32395287958,Senior,0.01584175744436508,12517.932395287959
